,Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee,pluie,catnat,criminalite,pprn,chomage,rev_med,log_sociaux
135,780,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,850.0,1,1960.0,0.0,   4,27229,1,0.0,0.03903659452311495,2,10.475,16822.5,694
136,5435,2014,"0,545205479",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,216.0,1,1988.0,0.0,   .,73137,6,0.0,0.05906906147229952,37,7.9,23458.214285714286,781
137,11689,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250.0,4,1960.0,0.0,   .,06083,14,0.0,0.07700920879672707,0,10.5,19889.33333333333,499
138,4622,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,1,1988.0,0.0,   .,86041,1,78.0,0.03590314824030622,0,8.05,21011.5,582
139,11097,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,850.0,2,1980.0,0.0,   3,83115,9,1.0,0.06217505902816187,0,11.4,20808.26086956522,453
140,9008,2014,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2973.0,4,1850.0,0.0,   6,75106,0,0.0,0.1248164219334413,0,8.225,38213.333333333336,1054
141,11144,2012,"0,163934426",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,1,915.0,2,1960.0,0.0,   .,13207,3,0.0,0.08578364194793993,1,11.75,22626.3333333333,766
142,11987,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,800.0,1,1900.0,0.0,   4,35288,0,0.0,0.03996181707373887,23,7.8,20617.4,649
143,9799,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,318.0,4,1900.0,0.0,   4,06004,14,0.0,0.07700920879672707,0,10.5,21373.33333333333,499
144,2619,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,663.0,2,1960.0,0.0,   .,64256,13,0.0,0.04119504740072116,0,8.675,20218.4,514
145,940,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1572.0,1,1960.0,0.0,   .,87085,3,0.0,0.03474490894446822,0,9.675,18621.166666666664,687
146,7516,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,180.0,2,1960.0,0.0,   .,38416,4,0.0,0.05683559579603356,0,8.4,18227.333333333336,692
147,8923,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1203.0,4,2002.0,0.0,   3,06104,14,0.0,0.07059769088238117,3,10.55,22675.17558528428,499
148,9406,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,864.0,2,-1.0,0.0,   .,42218,9,0.0,0.04338631638857306,0,9.5,17397.7777777778,783
149,4631,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,833.0,2,1960.0,0.0,   .,14220,1,0.0,0.04050177912732175,0,9.725,20205.0,826
150,1063,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2625.0,1,1980.0,0.0,   .,74010,6,0.0,0.04562953030946748,13,7.4,21676.5,555
151,18903,2016,"0,99726776",1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1050.0,2,2012.0,0.0,   4,38126,4,0.0,0.05683559579603356,0,8.4,35270.25,692
152,5865,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2140.0,1,1980.0,0.0,   .,87085,2,0.0,0.0350027670171555,0,9.725,18425.3333333333,687
153,15562,2012,1,1,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,460.0,3,1950.0,0.0,   3,94069,0,0.0,0.06598073825988518,0,8.2,25297.8260869565,1234
154,4142,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1302.0,1,1988.0,0.0,   .,74081,9,0.0,0.04589023324239424,4,7.6,19728.0,555
155,8379,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700.0,3,1960.0,0.0,   .,2A004,17,0.0,0.04647349695080458,0,9.825,20018.692307692305,392
156,18315,2016,"0,99726776",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,V,2,6700.0,1,2011.0,0.0,   7,74010,3,0.0,0.04661873483933437,13,7.325,22271.625,555
157,3644,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,325.0,3,1988.0,0.0,   .,93064,0,0.0,0.08640266118745178,0,12.975,19743.809523809523,1360
158,8750,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,824.0,4,1960.0,0.0,   .,06088,14,0.0,0.07700920879672707,0,10.5,19010.0,499
159,7038,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1876.0,3,1980.0,0.0,   .,83137,9,0.0,0.06110410760914966,0,11.05,18688.0,453
160,17752,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1050.0,4,1960.0,0.0,   4,06083,13,0.0,0.0784745334580591,5,10.225,19862.0,499
161,17052,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,650.0,2,1950.0,0.0,   5,51108,0,0.0,0.05544362765226903,14,9.9,18472.0,1269
162,13257,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,322.0,2,1980.0,0.0,   .,83118,24,0.0,0.061626141866979,0,11.225,21960.0,453
163,15873,2013,1,1,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,effpi,2,14120.0,3,1980.0,0.0,   8,33063,6,40.0,0.05362742499752577,0,9.925,20865.0,622
164,7136,2012,"0,74863388",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1032.0,2,1960.0,0.0,   .,69259,4,0.0,0.06747024447689161,0,8.75,15483.846153846202,905
165,18926,2016,"0,99726776",0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,effpi,2,2039.0,1,1970.0,0.0,   4,13001,4,0.0,0.07696127724824814,4,11.675,22761.6,766
166,5348,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500.0,4,1980.0,0.0,   .,06012,14,0.0,0.07700920879672707,0,10.5,19219.777777777777,499
167,18008,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,300.0,3,1950.0,0.3,   3,93048,0,0.0,0.09121377035287634,1,12.05,17549.0,1360
168,1431,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3757.0,2,1980.0,0.0,   .,34902,13,0.0,0.06782983555574001,9,13.9,19146.38988095238,514
169,13525,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000.0,1,1988.0,0.0,   .,05085,7,0.0,0.04801320983367232,3,9.2,20013.833333333336,556
170,19002,2014,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,6000.0,3,1970.0,0.0,   4,94052,0,0.0,0.0669812364335378,0,8.875,30012.0,1234
171,5159,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,900.0,2,1999.0,0.6,   3,13213,4,0.0,0.08332275558066343,0,12.075,17134.0,766
172,16524,2012,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,8377.0,3,1970.0,0.0,   8,92049,0,0.0,0.06054459246334862,0,7.425,25689.5,1240
173,4214,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,450.0,2,1930.0,0.0,   4,13206,3,0.0,0.08578364194793993,1,11.75,19690.0,766
174,6953,2012,"0,330601093",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,394.0,4,-1.0,0.0,   .,75113,0,0.0,0.1043697260714775,0,8.0,22758.8,1054
175,19010,2016,"0,99726776",1,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2450.0,2,1958.0,0.0,   4,95585,0,1.0,0.06609827296810028,2,10.1,14881.3125,978
176,14543,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,705.0,3,1960.0,0.0,   .,92026,0,0.0,0.0635615240137162,0,7.75,28489.047619047597,1240
177,12617,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,420.0,2,1935.0,0.0,   3,51454,0,0.0,0.05650637362637363,0,9.125,17693.3333333333,1269
178,5588,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,270.0,1,1900.0,0.0,   3,28085,0,0.0,0.04106779500516206,7,9.525,20036.3333333333,737
179,16835,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,660.0,3,2000.0,0.0,   3,59599,0,0.0,0.05921938088829071,0,12.925,16359.333333333336,1025
180,8518,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,4,1960.0,0.0,   .,06029,14,0.0,0.07700920879672707,0,10.5,18894.0,499
181,9020,2014,"0,493150685",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300.0,4,-1.0,0.0,   .,75114,0,0.0,0.1248164219334413,0,8.225,27047.33333333333,1054
182,16408,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3213.0,1,2010.0,0.0,   2,13117,5,0.0,0.07815247478208608,0,11.95,19853.809523809523,766
183,18355,2012,"0,75136612",1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,2205.0,3,1895.0,0.0,   7,94067,0,0.0,0.06598073825988518,0,8.2,31281.6666666667,1234
184,7553,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,320.0,2,1960.0,0.0,   .,13206,4,0.0,0.07696127724824814,4,11.675,20507.020833333336,766
185,13800,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1912.0,1,2008.0,0.0,   6,73176,6,0.0,0.05906906147229952,37,7.9,19142.222222222223,781
186,18518,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1171.0,1,2011.0,0.3,   3,44069,1,0.0,0.05994339991871265,10,8.475,21417.3913043478,611
187,6878,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,530.0,2,1980.0,0.0,   .,38185,14,0.0,0.05406969637854372,0,8.275,19773.3333333333,692
188,13907,2016,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1176.0,3,1960.0,0.0,   .,94067,0,0.0,0.06592528685173105,0,8.825,31541.1875,1234
189,2371,2013,"0,580821918",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,1,1960.0,0.0,   .,54547,1,0.0,0.05017756400785769,0,10.025,16940.0,725
190,16411,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,1057.0,2,2002.0,0.0,   3,68362,2,0.0,0.04377912315460169,0,9.8,33171.71428571428,652
191,18264,2012,"0,803278689",0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,1,400.0,1,1940.0,0.0,   4,19272,0,0.0,0.03193407586415582,0,7.575,19067.0,406
192,15989,2012,1,1,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,2060.0,3,1900.0,0.0,   2,94028,0,0.0,0.06598073825988518,0,8.2,18580.0,1234
193,10833,2016,"0,912568306",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,1,645.0,2,1965.0,0.6,   4,64102,8,0.0,0.0390008101058479,3,8.375,18992.75,514
194,15602,2014,"0,747945205",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,426.0,2,1965.0,0.3,   3,78092,1,0.0,0.05915718837704952,0,7.35,30187.0,836
195,19257,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,650.0,2,1900.0,0.0,   4,13203,5,0.0,0.07815247478208608,0,11.95,11726.5,766
196,1290,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2250.0,1,1988.0,0.0,   .,88383,1,0.0,0.03374558303886926,13,11.775,17876.0,668
197,15731,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3100.0,3,1970.0,0.3,   6,2A004,11,0.0,0.04926115148973038,0,9.025,19013.5,392
198,3297,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,750.0,2,1990.0,0.3,   5,62826,0,0.0,0.0483760234525723,0,13.075,23967.33333333333,1087
199,16958,2013,"0,164383562",0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,275.0,1,1900.0,0.0,   3,58194,1,0.0,0.03631151235241914,0,9.725,17777.3461538462,664
200,1533,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2073.0,1,1990.0,0.3,   4,74058,4,0.0,0.04729934263140432,12,7.125,21812.0,555
201,8391,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,570.0,1,1960.0,0.0,   .,33063,1,0.0,0.05468225759100822,0,10.0,21096.666666666668,622
202,14258,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1680.0,2,1988.0,0.0,   .,77053,0,0.0,0.05946913687842794,0,7.525,22648.571428571402,708
203,16342,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2350.0,2,1990.0,0.0,   2,80688,0,0.0,0.04930719210580684,354,11.525,16991.4285714286,709
204,4842,2012,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,4200.0,2,1967.0,0.0,   6,38421,12,0.0,0.05269172966702667,0,8.0,18595.0,692
205,4446,2015,"0,950684932",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1280.0,2,1960.0,0.0,   .,51454,0,0.0,0.05544362765226903,14,9.9,18230.666666666668,1269
206,6887,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1535.0,3,1960.0,0.0,   .,92012,0,0.0,0.06998949155484403,0,7.9,31267.777777777777,1240
207,6525,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,1988.0,0.0,   .,66136,3,0.0,0.06835403774194887,5,13.925,15632.0,473
208,455,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7200.0,2,1980.0,0.0,   .,62193,2,0.0,0.04780559716899683,0,13.375,15539.2307692308,1087
209,8580,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2500.0,4,-1.0,0.0,   .,06123,13,0.0,0.0784745334580591,5,10.225,21486.6666666667,499
210,5167,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3140.0,1,1980.0,0.0,   .,43157,4,78.0,0.02544242886133832,4,7.875,17336.1666666667,356
211,2209,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2186.0,4,1980.0,0.0,   .,06159,12,0.0,0.08239911868053464,5,9.45,22948.3333333333,499
212,18940,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1200.0,2,1980.0,0.0,   5,13001,4,0.0,0.08332275558066343,0,12.075,22152.6666666667,766
213,17832,2012,"0,964480874",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3580.0,1,1974.0,0.0,   4,13056,3,0.0,0.08578364194793993,1,11.75,20079.5,766
214,19427,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2500.0,2,2000.0,0.6,   7,31555,4,2.0,0.0673483618866859,0,10.525,20289.0,625
215,5400,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,605.0,2,-1.0,0.0,   .,69264,2,0.0,0.0694622284524776,0,9.175,17312.1739130435,905
216,2282,2014,"0,471232877",0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,465.0,2,1980.0,0.0,   .,62917,0,0.0,0.0483760234525723,0,13.075,17894.0,1087
217,13932,2015,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,412.0,4,1960.0,0.0,   3,06088,7,0.0,0.07571782269687004,4,10.725,19343.6,499
218,9962,2016,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,3890.0,2,1995.0,0.0,   4,90099,2,1.0,0.04645045770322509,0,10.85,19079.554347826088,1005
219,7824,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,910.0,2,1988.0,0.0,   .,59295,2,0.0,0.0622156656659742,19,13.2,18494.0,1025
220,9584,2013,"0,284931507",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,2450.0,1,1975.0,0.3,   4,74056,6,0.0,0.04562953030946748,13,7.4,20645.3333333333,555
221,2756,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2200.0,2,1980.0,0.0,   .,38416,14,0.0,0.05887035751935715,0,8.25,18072.666666666668,692
222,5042,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2400.0,2,1960.0,0.0,   .,13208,3,0.0,0.08578364194793993,1,11.75,23910.6666666667,766
223,7264,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,1800.0,1,1988.0,0.0,   .,86062,1,0.0,0.04171947101012689,0,8.3,20819.0,582
224,3826,2013,0,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700.0,4,-1.0,0.0,   .,06088,13,0.0,0.0784745334580591,5,10.225,18833.888888888898,499
225,3827,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,2060.0,2,1970.0,0.3,   3,13001,3,0.0,0.08578364194793993,1,11.75,21888.0,766
226,7041,2016,"0,99726776",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000.0,2,1960.0,0.0,   .,83062,9,0.0,0.06110410760914966,0,11.05,20565.485507246376,453
227,11135,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1650.0,2,1980.0,0.0,   .,62160,1,1.0,0.04857108500247331,0,12.825,14927.6923076923,1087
228,17812,2012,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1800.0,3,1950.0,0.3,   4,59512,1,0.0,0.06128224038393153,0,12.7,13050.0,1025
229,15870,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,eff,2,225.0,3,1950.0,0.3,   2,92020,0,0.0,0.06054459246334862,0,7.425,26529.0,1240
230,18493,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1975.0,4,1900.0,0.0,   8,75108,0,0.0,0.109340556085541,0,8.275,40140.6666666667,1054
231,9693,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,1960.0,0.0,   .,13206,4,0.0,0.07696127724824814,4,11.675,20507.020833333336,766
232,8684,2013,1,0,O,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000.0,4,-1.0,0.0,   .,75119,0,0.0,0.109340556085541,0,8.275,18609.4117647059,1054
233,8628,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250.0,2,-1.0,0.0,   .,31079,2,39.0,0.06737957680819295,21,10.025,23455.225,625
234,1510,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,938.0,2,1960.0,0.0,   .,21231,1,0.0,0.04055153269890387,1,7.925,20281.3333333333,670
235,815,2016,"0,99726776",1,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,375.0,3,-1.0,0.0,   .,33069,1,0.0,0.05515999129368556,0,9.95,23703.733333333337,622
236,13942,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,140.0,2,1960.0,0.0,   .,38408,14,0.0,0.05406969637854372,0,8.275,24994.6153846154,692
237,6302,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1250.0,1,1988.0,0.0,   .,74056,6,0.0,0.04562953030946748,13,7.4,20645.3333333333,555
238,6938,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,16859.0,2,1980.0,0.0,   .,13213,4,0.0,0.08332275558066343,0,12.075,17134.0,766
239,14872,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,3,1960.0,0.0,   .,64483,16,0.0,0.04032936931618822,19,8.6,20414.6666666667,514
240,12418,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2450.0,2,1960.0,0.0,   .,13206,3,0.0,0.08578364194793993,1,11.75,19690.0,766
241,5356,2014,"0,41369863",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,662.0,3,1960.0,0.0,   .,92004,0,0.0,0.06860749669852356,0,7.8,23587.333333333336,1240
242,8523,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,4,-1.0,0.0,   .,06029,14,0.0,0.07700920879672707,0,10.5,18894.0,499
243,11519,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,1980.0,0.0,   .,30047,14,0.0,0.05375588094647848,0,14.1,21326.4,536
244,5487,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,850.0,1,1980.0,0.0,   .,05110,7,0.0,0.04949047659598626,10,9.4,18879.6,556
245,11762,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,420.0,1,1960.0,0.0,   .,74159,4,0.0,0.04573587681180703,17,7.45,21973.0,555
246,15860,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3350.0,1,1997.0,0.0,   5,42149,7,0.0,0.04920655613363514,0,10.2,21337.0,783
247,17975,2012,1,0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,850.0,3,1945.0,0.0,   5,2B033,14,0.0,0.04612826937036083,2,10.05,16740.0,460
248,14015,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3930.0,2,1960.0,0.0,   .,14118,0,1.0,0.04163332511509143,40,9.85,19554.8,826
249,16676,2016,"0,99726776",1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,4392.0,3,1970.0,0.0,   4,92032,0,0.0,0.06956603637071282,0,7.575,24974.0,1240
250,6936,2015,"0,457534247",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,2,1960.0,0.0,   .,34172,8,40.0,0.06563975754113141,0,14.3,17640.0,514
251,12176,2016,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,4,1960.0,0.0,   .,06012,14,0.0,0.07059769088238117,3,10.55,19510.222222222223,499
252,8468,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,480.0,4,1940.0,0.6,   3,06159,7,0.0,0.07571782269687004,4,10.725,23490.0,499
253,18989,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1120.0,2,1955.0,0.0,   3,77183,1,0.0,0.06016188104307061,1,8.025,19224.5,708
254,10629,2013,1,0,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,600.0,1,1960.0,0.0,   2,73064,7,0.0,0.05970050623650331,17,7.7,24181.3333333333,781
255,10052,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,960.0,2,-1.0,0.0,   .,13206,4,0.0,0.08332275558066343,0,12.075,20150.0,766
256,368,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,580.0,2,1980.0,0.0,   .,65440,6,0.0,0.03908605486467355,0,10.8,16862.8,556
257,16695,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,1320.0,3,1900.0,0.0,   5,94067,0,0.0,0.06598073825988518,0,8.2,31281.6666666667,1234
258,8069,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,432.0,3,-1.0,0.0,   .,59350,2,0.0,0.0622156656659742,19,13.2,17842.0,1025
259,13686,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,516.0,3,1960.0,0.0,   .,33063,1,0.0,0.05468225759100822,0,10.0,21096.666666666668,622
260,2775,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,210.0,1,1960.0,0.0,   .,13042,3,0.0,0.08578364194793993,1,11.75,26081.3333333333,766
261,13465,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1186.0,2,1988.0,0.0,   .,83107,9,32.0,0.05977376234377279,0,10.625,21203.125,453
262,12938,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1880.0,3,1960.0,0.0,   .,92026,0,0.0,0.0635615240137162,0,7.75,28489.047619047597,1240
263,9384,2015,0,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,8.0,1,-1.0,0.0,   .,13053,5,1.0,0.07815247478208608,0,11.95,21073.809523809523,766
264,18938,2015,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3286.0,2,2012.0,0.0,   5,83090,9,0.0,0.06217505902816187,0,11.4,21606.5,453
265,17221,2013,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2500.0,3,1950.0,0.0,   8,94068,1,0.0,0.06353817009538369,0,8.725,28481.6666666667,1234
266,10054,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,370.0,2,1960.0,0.0,   3,13209,4,0.0,0.08332275558066343,0,12.075,21547.0,766
267,681,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,100.0,4,-1.0,0.0,   .,75112,0,0.0,0.109340556085541,0,8.275,26477.7857142857,1054
268,15760,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,378.0,2,1950.0,0.0,   2,78172,1,0.0,0.05787421868140893,3,6.8,23799.3333333333,836
269,16980,2016,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,3780.0,4,1953.0,0.0,   7,06088,14,0.0,0.07059769088238117,3,10.55,19176.8,499
270,5141,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3800.0,1,1988.0,0.0,   .,74220,3,0.0,0.04661873483933437,13,7.325,31654.72222222222,555
271,1351,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,285.0,2,-1.0,0.0,   .,69201,2,0.0,0.0704672625336513,0,9.25,19363.0,905
272,15771,2015,1,1,V,N,2,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,effpi,2,850.0,4,1991.0,0.0,   7,75115,0,0.0,0.1201819361809355,0,8.15,30227.33333333333,1054
